Age,Gender,Sentiment,Food
21,man,happy,"Mango Chutney"
49,woman,fear,"Onion Chutney"
23,man,angry,"Onion Bhajee"
31,man,surprise,"Mango Chutney"
27,woman,fear,"Mint Sauce"
22,man,angry,"Plain Papadum"
49,man,sad,"Mango Chutney"
65,woman,happy,"Onion Chutney"
64,woman,happy,"Mint Sauce"
19,woman,sad,"Mango Chutney"
60,man,disgust,"Red Sauce"
21,man,happy,"Mint Sauce"
52,woman,fear,"Onion Chutney"
27,woman,fear,"Mango Chutney"
26,woman,sad,"Mango Chutney"
52,woman,disgust,"Chicken Tikka Karahi"
30,woman,happy,"Red Sauce"
65,man,surprise,"Mango Chutney"
64,woman,sad,"Mango Chutney"
39,woman,angry,"Mango Chutney"
47,woman,happy,"Mango Chutney"
43,woman,happy,"Onion Chutney"
36,man,fear,"Mango Chutney"
48,man,angry,"Mint Sauce"
22,man,fear,"Mango Chutney"
17,man,surprise,"Onion Chutney"
32,woman,angry,"Mint Sauce"
45,man,surprise,"Mango Chutney"
15,man,sad,"Mint Sauce"
48,man,sad,"Lime Pickle"
47,woman,happy,"Mint Sauce"
44,woman,surprise,"Mango Chutney"
17,woman,disgust,"Lime Pickle"
17,man,sad,"Onion Chutney"
48,man,sad,"Onion Chutney"
41,man,angry,"Mint Sauce"
50,woman,angry,"Mint Sauce"
51,woman,fear,"Onion Chutney"
54,man,fear,"Mango Chutney"
16,woman,fear,"Mushroom Bhajee"
36,woman,surprise,"Red Sauce"
44,man,fear,"Onion Chutney"
40,man,happy,"Mango Chutney"
57,woman,angry,"Plain Rice"
18,man,fear,"Mango Chutney"
63,man,surprise,"Mint Sauce"
37,woman,surprise,"Mint Sauce"
41,woman,angry,"Mint Sauce"
51,woman,angry,"Mango Chutney"
53,man,fear,"Mango Chutney"
22,man,fear,"Red Sauce"
35,man,surprise,"Mint Sauce"
39,woman,surprise,"Mango Chutney"
36,woman,disgust,"Mango Chutney"
48,woman,fear,"Chicken Tikka"
39,woman,surprise,"Onion Chutney"
53,man,sad,"Lime Pickle"
46,woman,sad,"Royal Paneer"
56,woman,surprise,"Mint Sauce"
25,woman,happy,"Mint Sauce"
17,man,happy,"Garlic Naan"
64,woman,sad,"Mango Chutney"
35,man,fear,"Mango Chutney"
47,woman,fear,"Mango Chutney"
44,man,angry,"Red Sauce"
30,woman,disgust,"Onion Chutney"
57,woman,sad,"Red Sauce"
53,woman,disgust,"Mango Chutney"
15,woman,fear,"Mango Chutney"
45,man,disgust,"Mango Chutney"
37,woman,surprise,"Mango Chutney"
36,woman,angry,"Mango Chutney"
15,man,sad,"Mint Sauce"
33,woman,angry,"Lime Pickle"
39,man,fear,"Mango Chutney"
21,man,fear,"Mango Chutney"
60,man,happy,"Mint Sauce"
36,man,surprise,"Mango Chutney"
27,man,disgust,"Mango Chutney"
35,man,surprise,"Mango Chutney"
19,woman,angry,"Mango Chutney"
47,man,sad,"Onion Chutney"
34,woman,surprise,"Red Sauce"
64,woman,happy,"Onion Chutney"
33,woman,fear,"Mint Sauce"
44,woman,happy,"Lime Pickle"
55,woman,disgust,"Red Sauce"
34,woman,angry,"Mint Sauce"
56,man,happy,"Mint Sauce"
51,woman,angry,"Onion Chutney"
46,man,angry,"Lime Pickle"
20,man,happy,"Onion Chutney"
54,woman,angry,"Mint Sauce"
65,man,angry,"Mango Chutney"
68,woman,disgust,"Mango Chutney"
18,woman,angry,"Mango Chutney"
23,man,disgust,"Mango Chutney"
53,man,happy,"Mint Sauce"
66,man,surprise,"Mint Sauce"
63,woman,happy,"Mint Sauce"
66,woman,happy,"Mango Chutney"
48,woman,fear,"Mint Sauce"
53,man,surprise,"Onion Chutney"
44,man,angry,"Mint Sauce"
26,man,surprise,"Red Sauce"
28,man,angry,"Red Sauce"
16,woman,angry,"Mango Chutney"
54,man,happy,"Mint Sauce"
47,man,disgust,"Lime Pickle"
43,woman,happy,"Mango Chutney"
56,woman,surprise,"Mango Chutney"
44,woman,fear,"Mango Chutney"
67,woman,angry,"Onion Chutney"
51,woman,fear,"Mint Sauce"
33,woman,angry,"Mango Chutney"
69,man,sad,"Lime Pickle"
24,man,angry,"Mint Sauce"
32,man,happy,"Onion Chutney"
43,man,fear,"Red Sauce"
31,woman,disgust,"Mint Sauce"
26,woman,sad,"Mango Chutney"
44,woman,sad,"Mint Sauce"
17,woman,fear,"Mint Sauce"
40,man,disgust,"Mango Chutney"
61,man,surprise,"Mango Chutney"
41,man,disgust,"Mint Sauce"
69,man,sad,"Lime Pickle"
29,woman,sad,"Mint Sauce"
65,woman,happy,"Mango Chutney"
32,woman,fear,"Mint Sauce"
46,man,angry,"Mango Chutney"
20,man,disgust,"Onion Chutney"
38,man,happy,"Mango Chutney"
51,woman,angry,"Mint Sauce"
48,woman,disgust,"Mango Chutney"
69,man,surprise,"Onion Chutney"
42,woman,angry,"Red Sauce"
47,man,angry,"Mango Chutney"
58,woman,angry,"Red Sauce"
20,woman,surprise,"Onion Chutney"
24,man,fear,"Mint Sauce"
24,man,disgust,"Mango Chutney"
49,man,surprise,"Mint Sauce"
26,woman,surprise,"Mango Chutney"
65,woman,fear,"Onion Chutney"
67,woman,happy,"Onion Chutney"
65,man,angry,"Mango Chutney"
29,man,surprise,"Mango Chutney"
59,man,disgust,"Red Sauce"
43,woman,happy,"Mango Chutney"
50,man,surprise,"Mint Sauce"
19,woman,surprise,"Lime Pickle"
57,man,disgust,"Mango Chutney"
62,woman,happy,"Mango Chutney"
39,man,sad,"Mint Sauce"
32,man,sad,"Mint Sauce"
60,woman,surprise,"Mango Chutney"
29,man,sad,"Red Sauce"
33,man,surprise,"Mango Chutney"
57,woman,angry,"Mango Chutney"
41,woman,sad,"Mint Sauce"
63,woman,fear,"Mango Chutney"
28,woman,sad,"Onion Chutney"
22,man,disgust,"Mint Sauce"
24,man,fear,"Mint Sauce"
30,woman,fear,"Mango Chutney"
57,man,disgust,"Mango Chutney"
16,woman,disgust,"Mango Chutney"
40,woman,surprise,"Red Sauce"
44,man,disgust,"Mango Chutney"
19,woman,surprise,"Mint Sauce"
69,man,happy,"Mango Chutney"
20,man,disgust,"Mint Sauce"
29,woman,happy,"Mint Sauce"
45,woman,fear,"Mango Chutney"
53,woman,surprise,"Mango Chutney"
63,woman,sad,"Onion Chutney"
20,man,happy,"Mint Sauce"
27,woman,fear,"Red Sauce"
28,man,surprise,"Red Sauce"
27,woman,happy,"Mango Chutney"
23,woman,happy,"Onion Chutney"
23,woman,sad,"Mint Sauce"
35,woman,angry,"Mint Sauce"
60,woman,happy,"Mint Sauce"
20,man,disgust,"Mango Chutney"
53,woman,disgust,"Lime Pickle"
32,woman,disgust,"Red Sauce"
59,woman,surprise,"Red Sauce"
59,man,fear,"Mango Chutney"
59,woman,sad,"Mint Sauce"
52,woman,fear,"Onion Chutney"
40,man,fear,"Mango Chutney"
54,woman,angry,"Mango Chutney"
18,woman,surprise,"Mint Sauce"
57,woman,surprise,"Red Sauce"
50,woman,disgust,"Mango Chutney"
58,woman,angry,"Mango Chutney"
34,man,surprise,"Red Sauce"
46,woman,fear,"Mint Sauce"
48,woman,disgust,"Mango Chutney"
30,man,sad,"Mango Chutney"
40,woman,sad,"Mint Sauce"
67,woman,happy,"Mango Chutney"
39,woman,happy,"Mint Sauce"
21,man,fear,"Mango Chutney"
43,woman,surprise,"Mango Chutney"
22,man,fear,"Mint Sauce"
37,woman,angry,"Mint Sauce"
64,man,surprise,"Mint Sauce"
61,man,disgust,"Onion Chutney"
17,man,happy,"Mango Chutney"
48,man,angry,"Onion Chutney"
65,woman,fear,"Red Sauce"
49,man,angry,"Lime Pickle"
42,woman,sad,"Lime Pickle"
39,man,fear,"Lime Pickle"
23,man,disgust,"Onion Chutney"
35,man,surprise,"Mint Sauce"
53,woman,disgust,"Mango Chutney"
44,man,angry,"Mango Chutney"
37,man,fear,"Mango Chutney"
23,woman,angry,"Lime Pickle"
28,woman,sad,"Mint Sauce"
54,man,sad,"Mango Chutney"
40,man,disgust,"Onion Chutney"
15,woman,angry,"Mango Chutney"
59,woman,surprise,"Onion Chutney"
37,man,happy,"Onion Chutney"
34,woman,angry,"Mango Chutney"
59,woman,surprise,"Mint Sauce"
19,woman,surprise,"Red Sauce"
27,man,disgust,"Mango Chutney"
16,woman,disgust,"Onion Chutney"
67,woman,angry,"Onion Chutney"
39,woman,surprise,"Mango Chutney"
27,woman,fear,"Mango Chutney"
58,man,angry,"Mint Sauce"
49,man,sad,"Mint Sauce"
24,woman,surprise,"Mango Chutney"
20,man,disgust,"Mango Chutney"
30,man,sad,"Mint Sauce"
56,woman,sad,"Onion Chutney"
54,woman,disgust,"Mint Sauce"
48,woman,disgust,"Mango Chutney"
50,woman,disgust,"Mint Sauce"
41,man,fear,"Onion Chutney"
29,woman,happy,"Mango Chutney"
46,woman,happy,"Mango Chutney"
66,woman,happy,"Mint Sauce"
44,man,disgust,"Lime Pickle"
20,man,disgust,"Onion Chutney"
37,man,disgust,"Red Sauce"
53,woman,surprise,"Mango Chutney"
16,woman,fear,"Mint Sauce"
62,woman,sad,"Onion Chutney"
24,woman,sad,"Onion Chutney"
26,man,surprise,"Onion Chutney"
38,woman,surprise,"Mint Sauce"
46,woman,happy,"Mint Sauce"
60,woman,sad,"Mango Chutney"
60,man,fear,"Mango Chutney"
18,woman,disgust,"Mint Sauce"
46,woman,disgust,"Mint Sauce"
34,woman,surprise,"Mango Chutney"
29,woman,disgust,"Mango Chutney"
18,woman,disgust,"Mango Chutney"
53,woman,fear,"Mint Sauce"
50,woman,fear,"Mint Sauce"
63,woman,sad,"Mint Sauce"
63,man,angry,"Onion Chutney"
19,woman,angry,"Mango Chutney"
20,man,happy,"Mango Chutney"
53,man,happy,"Mint Sauce"
29,woman,disgust,"Red Sauce"
35,woman,disgust,"Mango Chutney"
42,woman,happy,"Lime Pickle"
23,man,disgust,"Mint Sauce"
69,woman,fear,"Onion Chutney"
51,woman,fear,"Lime Pickle"
49,woman,fear,"Mango Chutney"
32,man,angry,"Red Sauce"
19,woman,sad,"Mango Chutney"
17,woman,angry,"Onion Chutney"
50,man,sad,"Red Sauce"
64,man,angry,"Mint Sauce"
26,woman,fear,"Onion Chutney"
49,woman,fear,"Mint Sauce"
55,man,happy,"Mango Chutney"
60,man,disgust,"Onion Chutney"
25,woman,surprise,"Mango Chutney"
51,woman,disgust,"Mint Sauce"
66,man,sad,"Onion Chutney"
50,woman,fear,"Mango Chutney"
66,man,sad,"Red Sauce"
69,man,happy,"Lime Pickle"
38,man,fear,"Mango Chutney"
28,woman,fear,"Mango Chutney"
29,woman,happy,"Onion Chutney"
27,woman,fear,"Onion Chutney"
53,woman,fear,"Mint Sauce"
52,man,sad,"Mango Chutney"
50,woman,fear,"Mango Chutney"
46,man,sad,"Mango Chutney"
50,man,surprise,"Mint Sauce"
61,woman,happy,"Onion Chutney"
64,woman,fear,"Mango Chutney"
39,woman,sad,"Red Sauce"
61,woman,happy,"Mango Chutney"
26,man,surprise,"Lime Pickle"
29,man,angry,"Mango Chutney"
35,woman,angry,"Onion Chutney"
54,man,fear,"Mango Chutney"
20,woman,sad,"Lime Pickle"
54,man,fear,"Onion Chutney"
58,woman,surprise,"Mango Chutney"
38,man,sad,"Mint Sauce"
25,woman,surprise,"Mint Sauce"
55,woman,angry,"Lime Pickle"
55,woman,disgust,"Red Sauce"
33,man,sad,"Mint Sauce"
36,man,fear,"Mango Chutney"
21,man,happy,"Onion Chutney"
59,man,disgust,"Mint Sauce"
50,man,happy,"Onion Chutney"
61,woman,surprise,"Red Sauce"
58,woman,angry,"Onion Chutney"
45,man,surprise,"Red Sauce"
25,woman,fear,"Mint Sauce"
15,woman,angry,"Lime Pickle"
59,man,disgust,"Mango Chutney"
51,woman,angry,"Onion Chutney"
60,man,fear,"Mango Chutney"
33,woman,disgust,"Mint Sauce"
32,man,angry,"Lime Pickle"
48,man,surprise,"Mango Chutney"
17,man,sad,"Onion Chutney"
50,man,sad,"Mango Chutney"
33,man,happy,"Mango Chutney"
16,man,surprise,"Mango Chutney"
63,man,angry,"Red Sauce"
52,woman,disgust,"Mint Sauce"
65,man,angry,"Mango Chutney"
69,man,happy,"Mango Chutney"
39,woman,angry,"Lime Pickle"
62,man,angry,"Mango Chutney"
57,woman,sad,"Mint Sauce"
29,man,surprise,"Onion Chutney"
30,woman,fear,"Mint Sauce"
16,woman,disgust,"Mango Chutney"
39,woman,angry,"Mango Chutney"
18,woman,angry,"Mango Chutney"
40,woman,angry,"Onion Chutney"
16,woman,disgust,"Mango Chutney"
32,man,surprise,"Mint Sauce"
44,woman,surprise,"Mint Sauce"
21,woman,surprise,"Red Sauce"
49,man,surprise,"Mint Sauce"
66,woman,happy,"Onion Chutney"
64,man,surprise,"Onion Chutney"
31,woman,angry,"Lime Pickle"
19,woman,surprise,"Lime Pickle"
24,man,angry,"Mint Sauce"
37,woman,surprise,"Mango Chutney"
54,man,fear,"Mint Sauce"
67,man,angry,"Onion Chutney"
17,woman,disgust,"Mango Chutney"
38,woman,angry,"Mint Sauce"
23,man,fear,"Mint Sauce"
57,man,happy,"Mango Chutney"
52,man,surprise,"Red Sauce"
25,man,angry,"Mango Chutney"
19,man,disgust,"Mango Chutney"
33,woman,fear,"Mint Sauce"
61,man,disgust,"Mango Chutney"
64,woman,sad,"Mint Sauce"
68,woman,happy,"Onion Chutney"
62,man,surprise,"Mango Chutney"
21,woman,angry,"Onion Chutney"
67,man,sad,"Mango Chutney"
63,woman,sad,"Mango Chutney"
41,woman,happy,"Mint Sauce"
19,man,happy,"Onion Chutney"
29,woman,fear,"Onion Chutney"
21,man,fear,"Onion Chutney"
67,man,angry,"Onion Chutney"
45,woman,sad,"Mango Chutney"
45,woman,sad,"Mango Chutney"
42,woman,sad,"Red Sauce"
61,woman,happy,"Red Sauce"
38,woman,angry,"Mint Sauce"
45,woman,happy,"Mint Sauce"
21,woman,surprise,"Mango Chutney"
47,woman,happy,"Onion Chutney"
24,woman,sad,"Mango Chutney"
29,man,surprise,"Onion Chutney"
30,man,angry,"Mango Chutney"
26,man,angry,"Mint Sauce"
47,man,sad,"Onion Chutney"
37,woman,surprise,"Red Sauce"
22,man,disgust,"Mango Chutney"
38,man,happy,"Mint Sauce"
17,woman,surprise,"Lime Pickle"
63,man,angry,"Mango Chutney"
19,man,sad,"Onion Chutney"
20,woman,surprise,"Onion Chutney"
57,woman,angry,"Mint Sauce"
55,woman,disgust,"Mango Chutney"
59,woman,sad,"Mint Sauce"
66,man,angry,"Mango Chutney"
40,man,disgust,"Mint Sauce"
43,woman,happy,"Mango Chutney"
32,woman,disgust,"Mint Sauce"
51,man,happy,"Red Sauce"
61,man,angry,"Onion Chutney"
39,woman,sad,"Mint Sauce"
43,woman,sad,"Mango Chutney"
47,man,sad,"Red Sauce"
22,man,happy,"Mango Chutney"
28,man,angry,"Onion Chutney"
42,man,fear,"Mint Sauce"
15,woman,disgust,"Mint Sauce"
54,woman,surprise,"Mint Sauce"
66,man,surprise,"Mint Sauce"
32,man,surprise,"Mango Chutney"
39,woman,sad,"Mango Chutney"
57,woman,angry,"Mango Chutney"
56,man,fear,"Mint Sauce"
23,woman,surprise,"Onion Chutney"
62,woman,fear,"Onion Chutney"
22,man,disgust,"Red Sauce"
47,woman,happy,"Mango Chutney"
57,woman,surprise,"Mint Sauce"
33,man,happy,"Mango Chutney"
30,woman,fear,"Onion Chutney"
50,woman,angry,"Mango Chutney"
18,man,fear,"Mint Sauce"
37,woman,surprise,"Mint Sauce"
16,man,sad,"Mint Sauce"
66,man,angry,"Onion Chutney"
32,woman,angry,"Mint Sauce"
36,woman,surprise,"Mint Sauce"
17,man,happy,"Mango Chutney"
57,man,fear,"Mango Chutney"
46,man,angry,"Mango Chutney"
68,man,sad,"Mango Chutney"
43,woman,surprise,"Mango Chutney"
33,woman,angry,"Mint Sauce"
25,woman,happy,"Mango Chutney"
29,man,angry,"Onion Chutney"
53,man,happy,"Mint Sauce"
26,woman,surprise,"Red Sauce"
40,woman,surprise,"Red Sauce"
67,man,angry,"Mango Chutney"
19,woman,disgust,"Red Sauce"
62,woman,surprise,"Lime Pickle"
25,man,angry,"Mango Chutney"
47,man,surprise,"Mint Sauce"
31,woman,fear,"Mango Chutney"
45,man,disgust,"Mint Sauce"
16,man,sad,"Mango Chutney"
23,man,disgust,"Onion Chutney"
35,woman,disgust,"Lime Pickle"
28,man,surprise,"Mint Sauce"
58,woman,surprise,"Mint Sauce"
19,man,happy,"Onion Chutney"
29,woman,happy,"Lime Pickle"
62,woman,fear,"Mint Sauce"
23,woman,sad,"Red Sauce"
28,man,surprise,"Mango Chutney"
54,man,happy,"Mango Chutney"
16,woman,disgust,"Mango Chutney"
58,man,disgust,"Mango Chutney"
28,woman,fear,"Red Sauce"
24,man,disgust,"Mango Chutney"
61,woman,happy,"Mango Chutney"
17,man,happy,"Lime Pickle"
27,man,surprise,"Onion Chutney"
43,woman,surprise,"Onion Chutney"
47,man,surprise,"Onion Chutney"
56,woman,sad,"Mango Chutney"
38,man,disgust,"Mango Chutney"
49,man,angry,"Mint Sauce"
36,man,happy,"Onion Chutney"
17,woman,disgust,"Red Sauce"
22,man,disgust,"Mint Sauce"
18,woman,angry,"Mango Chutney"
21,woman,happy,"Mango Chutney"
60,man,disgust,"Red Sauce"
23,woman,sad,"Mint Sauce"
36,woman,disgust,"Mint Sauce"
23,woman,surprise,"Onion Chutney"
45,man,disgust,"Onion Chutney"
51,woman,fear,"Mint Sauce"
44,woman,sad,"Mango Chutney"
67,man,sad,"Red Sauce"
36,man,happy,"Lime Pickle"
64,woman,sad,"Mint Sauce"
56,woman,surprise,"Mango Chutney"
18,woman,surprise,"Lime Pickle"
56,woman,sad,"Mango Chutney"
48,man,surprise,"Red Sauce"
57,woman,sad,"Mango Chutney"
50,woman,fear,"Mint Sauce"
52,woman,disgust,"Mint Sauce"
63,man,surprise,"Mango Chutney"
36,woman,angry,"Mango Chutney"
60,woman,surprise,"Mango Chutney"
32,woman,fear,"Mango Chutney"
58,woman,angry,"Mint Sauce"
45,man,sad,"Mint Sauce"
22,woman,sad,"Mango Chutney"
18,woman,disgust,"Mint Sauce"
16,woman,surprise,"Onion Chutney"
60,woman,sad,"Mint Sauce"
43,man,disgust,"Mango Chutney"
34,man,happy,"Red Sauce"
64,man,disgust,"Onion Chutney"
24,man,fear,"Onion Chutney"
51,man,angry,"Lime Pickle"
62,man,disgust,"Red Sauce"
65,woman,sad,"Mint Sauce"
37,woman,surprise,"Mango Chutney"
33,woman,angry,"Red Sauce"
66,woman,happy,"Red Sauce"
39,man,disgust,"Lime Pickle"
54,woman,surprise,"Lime Pickle"
59,woman,angry,"Mint Sauce"
57,man,happy,"Mango Chutney"
25,woman,sad,"Mint Sauce"
61,woman,sad,"Lime Pickle"
61,woman,happy,"Mint Sauce"
26,woman,happy,"Onion Chutney"
68,man,surprise,"Mango Chutney"
17,woman,angry,"Mango Chutney"
27,man,disgust,"Red Sauce"
62,man,angry,"Mint Sauce"
55,woman,sad,"Onion Chutney"
51,woman,disgust,"Lime Pickle"
45,man,angry,"Mango Chutney"
63,man,surprise,"Mint Sauce"
57,man,disgust,"Mango Chutney"
54,man,happy,"Red Sauce"
34,woman,disgust,"Mint Sauce"
20,man,happy,"Lime Pickle"
30,woman,happy,"Mango Chutney"
59,man,fear,"Red Sauce"
63,woman,happy,"Mint Sauce"
54,woman,angry,"Mint Sauce"
65,woman,disgust,"Mint Sauce"
59,woman,surprise,"Mango Chutney"
42,man,angry,"Mango Chutney"
67,woman,fear,"Mango Chutney"
65,woman,fear,"Mint Sauce"
64,man,disgust,"Mint Sauce"
19,woman,disgust,"Mango Chutney"
33,man,happy,"Mango Chutney"
53,man,happy,"Lime Pickle"
18,man,happy,"Mango Chutney"
63,woman,happy,"Mango Chutney"
27,man,disgust,"Onion Chutney"
42,woman,sad,"Onion Chutney"
29,man,angry,"Mango Chutney"
62,woman,sad,"Mango Chutney"
62,man,disgust,"Mango Chutney"
30,woman,disgust,"Onion Chutney"
25,woman,sad,"Mango Chutney"
18,man,fear,"Mint Sauce"
17,man,fear,"Red Sauce"
59,woman,happy,"Mint Sauce"
22,woman,happy,"Onion Chutney"
39,man,fear,"Mango Chutney"
20,man,happy,"Mango Chutney"
29,woman,fear,"Mint Sauce"
47,man,angry,"Mango Chutney"
61,man,fear,"Mango Chutney"
62,woman,surprise,"Mint Sauce"
62,woman,surprise,"Onion Chutney"
42,woman,happy,"Red Sauce"
46,woman,fear,"Mango Chutney"
64,man,surprise,"Onion Chutney"
16,woman,disgust,"Mango Chutney"
34,man,surprise,"Mint Sauce"
69,man,surprise,"Mango Chutney"
48,man,sad,"Mint Sauce"
17,woman,angry,"Mango Chutney"
41,man,happy,"Mango Chutney"
18,man,sad,"Mango Chutney"
22,man,disgust,"Mango Chutney"
48,man,surprise,"Mint Sauce"
24,man,fear,"Mango Chutney"
21,man,disgust,"Mint Sauce"
61,woman,sad,"Mango Chutney"
58,man,happy,"Mint Sauce"
46,man,surprise,"Mango Chutney"
16,man,sad,"Mint Sauce"
63,woman,surprise,"Lime Pickle"
32,woman,disgust,"Onion Chutney"
43,man,surprise,"Mango Chutney"
19,woman,surprise,"Mint Sauce"
63,woman,sad,"Red Sauce"
36,man,sad,"Red Sauce"
57,man,disgust,"Mint Sauce"
38,man,fear,"Onion Chutney"
62,man,fear,"Mango Chutney"
42,woman,sad,"Onion Chutney"
33,woman,fear,"Mango Chutney"
47,woman,happy,"Red Sauce"
37,woman,surprise,"Red Sauce"
68,man,sad,"Onion Chutney"
67,woman,happy,"Lime Pickle"
46,woman,happy,"Mango Chutney"
33,man,surprise,"Mango Chutney"
26,woman,fear,"Mango Chutney"
21,woman,angry,"Onion Chutney"
23,woman,surprise,"Mango Chutney"
42,woman,sad,"Red Sauce"
34,man,happy,"Onion Chutney"
61,man,disgust,"Mango Chutney"
47,man,sad,"Mint Sauce"
68,man,surprise,"Lime Pickle"
52,man,happy,"Mint Sauce"
69,woman,fear,"Onion Chutney"
24,woman,happy,"Onion Chutney"
34,man,sad,"Mango Chutney"
51,man,happy,"Mango Chutney"
47,woman,disgust,"Mint Sauce"
57,man,happy,"Mint Sauce"
69,man,happy,"Red Sauce"
60,woman,sad,"Mango Chutney"
43,man,angry,"Lime Pickle"
15,man,sad,"Onion Chutney"
60,woman,surprise,"Mint Sauce"
43,woman,happy,"Red Sauce"
16,woman,angry,"Red Sauce"
43,man,angry,"Mango Chutney"
68,man,surprise,"Mint Sauce"
42,man,disgust,"Red Sauce"
49,woman,fear,"Onion Chutney"
51,woman,disgust,"Onion Chutney"
56,woman,angry,"Mint Sauce"
60,woman,sad,"Mango Chutney"
58,woman,sad,"Mango Chutney"
47,woman,happy,"Mint Sauce"
41,man,disgust,"Mango Chutney"
31,woman,fear,"Mango Chutney"
20,man,disgust,"Mint Sauce"
50,man,sad,"Red Sauce"
67,man,angry,"Mint Sauce"
28,woman,sad,"Lime Pickle"
17,man,happy,"Lime Pickle"
41,woman,angry,"Mint Sauce"
52,man,happy,"Red Sauce"
66,woman,fear,"Mango Chutney"
20,woman,surprise,"Onion Chutney"
42,woman,surprise,"Mint Sauce"
30,man,surprise,"Mango Chutney"
21,woman,sad,"Mango Chutney"
49,woman,fear,"Mint Sauce"
21,woman,happy,"Mint Sauce"
59,woman,surprise,"Red Sauce"
34,man,surprise,"Onion Chutney"
62,woman,happy,"Mint Sauce"
59,woman,sad,"Mango Chutney"
41,man,angry,"Mango Chutney"
31,man,angry,"Mango Chutney"
55,woman,disgust,"Mint Sauce"
21,man,happy,"Mint Sauce"
35,woman,angry,"Red Sauce"
21,woman,sad,"Onion Chutney"
27,man,disgust,"Mango Chutney"
21,man,fear,"Mint Sauce"
44,man,disgust,"Lime Pickle"
69,woman,fear,"Mint Sauce"
53,woman,angry,"Mint Sauce"
34,woman,angry,"Mango Chutney"
62,woman,happy,"Mint Sauce"
68,man,surprise,"Onion Chutney"
56,man,happy,"Mango Chutney"
41,man,disgust,"Lime Pickle"
46,woman,sad,"Mint Sauce"
18,man,fear,"Mango Chutney"
34,man,happy,"Lime Pickle"
29,woman,fear,"Mint Sauce"
19,man,fear,"Mint Sauce"
68,man,surprise,"Onion Chutney"
56,woman,sad,"Onion Chutney"
26,man,angry,"Red Sauce"
16,man,sad,"Red Sauce"
35,man,sad,"Lime Pickle"
48,woman,fear,"Mint Sauce"
51,man,sad,"Mango Chutney"
34,woman,disgust,"Mango Chutney"
35,woman,disgust,"Mango Chutney"
46,woman,fear,"Mint Sauce"
22,man,happy,"Red Sauce"
67,woman,fear,"Mint Sauce"
46,woman,happy,"Mango Chutney"
51,man,happy,"Onion Chutney"
55,woman,disgust,"Mint Sauce"
19,woman,sad,"Onion Chutney"
30,man,angry,"Mint Sauce"
64,man,surprise,"Mango Chutney"
61,man,angry,"Lime Pickle"
43,woman,sad,"Mint Sauce"
35,woman,surprise,"Mango Chutney"
26,woman,fear,"Red Sauce"
32,woman,disgust,"Mint Sauce"
47,man,surprise,"Mango Chutney"
19,woman,surprise,"Mango Chutney"
43,man,surprise,"Onion Chutney"
43,man,angry,"Lime Pickle"
50,woman,disgust,"Red Sauce"
56,man,fear,"Mint Sauce"
67,woman,fear,"Mango Chutney"
68,man,sad,"Mint Sauce"
53,woman,angry,"Mango Chutney"
37,woman,angry,"Red Sauce"
30,woman,fear,"Mango Chutney"
55,woman,disgust,"Mint Sauce"
34,woman,disgust,"Mint Sauce"
26,woman,sad,"Mint Sauce"
37,woman,surprise,"Mango Chutney"
16,man,surprise,"Red Sauce"
36,man,happy,"Mint Sauce"
38,woman,angry,"Mango Chutney"
54,man,happy,"Mint Sauce"
43,woman,happy,"Mint Sauce"
36,woman,surprise,"Mango Chutney"
41,woman,happy,"Lime Pickle"
66,man,angry,"Red Sauce"
38,man,happy,"Red Sauce"
49,man,surprise,"Mint Sauce"
53,man,happy,"Mango Chutney"
35,man,sad,"Mango Chutney"
28,man,angry,"Mint Sauce"
56,man,disgust,"Mango Chutney"
55,woman,surprise,"Mint Sauce"
63,man,angry,"Onion Chutney"
41,woman,happy,"Red Sauce"
33,woman,disgust,"Lime Pickle"
27,man,angry,"Mint Sauce"
57,woman,surprise,"Red Sauce"
49,man,angry,"Mango Chutney"
66,woman,sad,"Mango Chutney"
16,man,sad,"Lime Pickle"
34,man,sad,"Mango Chutney"
22,man,disgust,"Mint Sauce"
55,man,fear,"Mint Sauce"
24,woman,happy,"Red Sauce"
43,woman,surprise,"Onion Chutney"
35,woman,angry,"Mango Chutney"
61,woman,sad,"Mint Sauce"
23,woman,sad,"Onion Chutney"
67,man,angry,"Mango Chutney"
44,woman,fear,"Red Sauce"
44,man,angry,"Mint Sauce"
39,man,fear,"Mango Chutney"
22,woman,surprise,"Mint Sauce"
42,man,fear,"Mint Sauce"
21,man,happy,"Mint Sauce"
32,man,surprise,"Mango Chutney"
61,woman,happy,"Onion Chutney"
58,woman,surprise,"Mint Sauce"
32,man,surprise,"Red Sauce"
25,man,angry,"Mango Chutney"
45,woman,sad,"Mint Sauce"
48,man,sad,"Onion Chutney"
