	Age	Gender	Sentiment	Food
848	55	1	1	Red Sauce
849	34	1	0	Mint Sauce
850	56	0	3	Mint Sauce
851	51	1	0	Onion Chutney
852	46	0	0	Lime Pickle
853	20	0	3	Onion Chutney
854	54	1	0	Mint Sauce
855	65	0	0	Mango Chutney
856	68	1	1	Mango Chutney
857	18	1	0	Mango Chutney
858	23	0	1	Mango Chutney
859	53	0	3	Mint Sauce
860	66	0	5	Mint Sauce
861	63	1	3	Mint Sauce
862	66	1	3	Mango Chutney
863	48	1	2	Mint Sauce
864	53	0	5	Onion Chutney
865	44	0	0	Mint Sauce
866	26	0	5	Red Sauce
867	28	0	0	Red Sauce
868	16	1	0	Mango Chutney
869	54	0	3	Mint Sauce
870	47	0	1	Lime Pickle
871	43	1	3	Mango Chutney
872	56	1	5	Mango Chutney
873	44	1	2	Mango Chutney
874	67	1	0	Onion Chutney
875	51	1	2	Mint Sauce
876	33	1	0	Mango Chutney
877	69	0	4	Lime Pickle
878	24	0	0	Mint Sauce
879	32	0	3	Onion Chutney
880	43	0	2	Red Sauce
881	31	1	1	Mint Sauce
882	26	1	4	Mango Chutney
883	44	1	4	Mint Sauce
884	17	1	2	Mint Sauce
885	40	0	1	Mango Chutney
886	61	0	5	Mango Chutney
887	41	0	1	Mint Sauce
888	69	0	4	Lime Pickle
889	29	1	4	Mint Sauce
890	65	1	3	Mango Chutney
891	32	1	2	Mint Sauce
892	46	0	0	Mango Chutney
893	20	0	1	Onion Chutney
894	38	0	3	Mango Chutney
895	51	1	0	Mint Sauce
896	48	1	1	Mango Chutney
897	69	0	5	Onion Chutney
898	42	1	0	Red Sauce
899	47	0	0	Mango Chutney
900	58	1	0	Red Sauce
901	20	1	5	Onion Chutney
902	24	0	2	Mint Sauce
903	24	0	1	Mango Chutney
904	49	0	5	Mint Sauce
905	26	1	5	Mango Chutney
906	65	1	2	Onion Chutney
907	67	1	3	Onion Chutney
908	65	0	0	Mango Chutney
909	29	0	5	Mango Chutney
910	59	0	1	Red Sauce
911	43	1	3	Mango Chutney
912	50	0	5	Mint Sauce
913	19	1	5	Lime Pickle
914	57	0	1	Mango Chutney
915	62	1	3	Mango Chutney
916	39	0	4	Mint Sauce
917	32	0	4	Mint Sauce
918	60	1	5	Mango Chutney
919	29	0	4	Red Sauce
920	33	0	5	Mango Chutney
921	57	1	0	Mango Chutney
922	41	1	4	Mint Sauce
923	63	1	2	Mango Chutney
924	28	1	4	Onion Chutney
925	22	0	1	Mint Sauce
926	24	0	2	Mint Sauce
927	30	1	2	Mango Chutney
928	57	0	1	Mango Chutney
929	16	1	1	Mango Chutney
930	40	1	5	Red Sauce
931	44	0	1	Mango Chutney
932	19	1	5	Mint Sauce
933	69	0	3	Mango Chutney
934	20	0	1	Mint Sauce
935	29	1	3	Mint Sauce
936	45	1	2	Mango Chutney
937	53	1	5	Mango Chutney
938	63	1	4	Onion Chutney
939	20	0	3	Mint Sauce
940	27	1	2	Red Sauce
941	28	0	5	Red Sauce
942	27	1	3	Mango Chutney
943	23	1	3	Onion Chutney
944	23	1	4	Mint Sauce
945	35	1	0	Mint Sauce
946	60	1	3	Mint Sauce
947	20	0	1	Mango Chutney
948	53	1	1	Lime Pickle
949	32	1	1	Red Sauce
950	59	1	5	Red Sauce
951	59	0	2	Mango Chutney
952	59	1	4	Mint Sauce
953	52	1	2	Onion Chutney
954	40	0	2	Mango Chutney
955	54	1	0	Mango Chutney
956	18	1	5	Mint Sauce
957	57	1	5	Red Sauce
958	50	1	1	Mango Chutney
959	58	1	0	Mango Chutney
960	34	0	5	Red Sauce
961	46	1	2	Mint Sauce
962	48	1	1	Mango Chutney
963	30	0	4	Mango Chutney
964	40	1	4	Mint Sauce
965	67	1	3	Mango Chutney
966	39	1	3	Mint Sauce
967	21	0	2	Mango Chutney
968	43	1	5	Mango Chutney
969	22	0	2	Mint Sauce
970	37	1	0	Mint Sauce
971	64	0	5	Mint Sauce
972	61	0	1	Onion Chutney
973	17	0	3	Mango Chutney
974	48	0	0	Onion Chutney
975	65	1	2	Red Sauce
976	49	0	0	Lime Pickle
977	42	1	4	Lime Pickle
978	39	0	2	Lime Pickle
979	23	0	1	Onion Chutney
980	35	0	5	Mint Sauce
981	53	1	1	Mango Chutney
982	44	0	0	Mango Chutney
983	37	0	2	Mango Chutney
984	23	1	0	Lime Pickle
985	28	1	4	Mint Sauce
986	54	0	4	Mango Chutney
987	40	0	1	Onion Chutney
988	15	1	0	Mango Chutney
989	59	1	5	Onion Chutney
990	37	0	3	Onion Chutney
991	34	1	0	Mango Chutney
992	59	1	5	Mint Sauce
993	19	1	5	Red Sauce
994	27	0	1	Mango Chutney
995	16	1	1	Onion Chutney
996	67	1	0	Onion Chutney
997	39	1	5	Mango Chutney
998	27	1	2	Mango Chutney
999	58	0	0	Mint Sauce
1000	49	0	4	Mint Sauce
1001	24	1	5	Mango Chutney
1002	20	0	1	Mango Chutney
1003	30	0	4	Mint Sauce
1004	56	1	4	Onion Chutney
1005	54	1	1	Mint Sauce
1006	48	1	1	Mango Chutney
1007	50	1	1	Mint Sauce
1008	41	0	2	Onion Chutney
1009	29	1	3	Mango Chutney
1010	46	1	3	Mango Chutney
1011	66	1	3	Mint Sauce
1012	44	0	1	Lime Pickle
1013	20	0	1	Onion Chutney
1014	37	0	1	Red Sauce
1015	53	1	5	Mango Chutney
1016	16	1	2	Mint Sauce
1017	62	1	4	Onion Chutney
1018	24	1	4	Onion Chutney
1019	26	0	5	Onion Chutney
1020	38	1	5	Mint Sauce
1021	46	1	3	Mint Sauce
1022	60	1	4	Mango Chutney
1023	60	0	2	Mango Chutney
1024	18	1	1	Mint Sauce
1025	46	1	1	Mint Sauce
1026	34	1	5	Mango Chutney
1027	29	1	1	Mango Chutney
1028	18	1	1	Mango Chutney
1029	53	1	2	Mint Sauce
1030	50	1	2	Mint Sauce
1031	63	1	4	Mint Sauce
1032	63	0	0	Onion Chutney
1033	19	1	0	Mango Chutney
1034	20	0	3	Mango Chutney
1035	53	0	3	Mint Sauce
1036	29	1	1	Red Sauce
1037	35	1	1	Mango Chutney
1038	42	1	3	Lime Pickle
1039	23	0	1	Mint Sauce
1040	69	1	2	Onion Chutney
1041	51	1	2	Lime Pickle
1042	49	1	2	Mango Chutney
1043	32	0	0	Red Sauce
1044	19	1	4	Mango Chutney
1045	17	1	0	Onion Chutney
1046	50	0	4	Red Sauce
1047	64	0	0	Mint Sauce
1048	26	1	2	Onion Chutney
1049	49	1	2	Mint Sauce
1050	55	0	3	Mango Chutney
1051	60	0	1	Onion Chutney
1052	25	1	5	Mango Chutney
1053	51	1	1	Mint Sauce
1054	66	0	4	Onion Chutney
1055	50	1	2	Mango Chutney
1056	66	0	4	Red Sauce
1057	69	0	3	Lime Pickle
1058	38	0	2	Mango Chutney
1059	28	1	2	Mango Chutney
1060	29	1	3	Onion Chutney
1061	27	1	2	Onion Chutney
1062	53	1	2	Mint Sauce
1063	52	0	4	Mango Chutney
1064	50	1	2	Mango Chutney
1065	46	0	4	Mango Chutney
1066	50	0	5	Mint Sauce
1067	61	1	3	Onion Chutney
1068	64	1	2	Mango Chutney
1069	39	1	4	Red Sauce
1070	61	1	3	Mango Chutney
1071	26	0	5	Lime Pickle
1072	29	0	0	Mango Chutney
1073	35	1	0	Onion Chutney
1074	54	0	2	Mango Chutney
1075	20	1	4	Lime Pickle
1076	54	0	2	Onion Chutney
1077	58	1	5	Mango Chutney
1078	38	0	4	Mint Sauce
1079	25	1	5	Mint Sauce
1080	55	1	0	Lime Pickle
1081	55	1	1	Red Sauce
1082	33	0	4	Mint Sauce
1083	36	0	2	Mango Chutney
1084	21	0	3	Onion Chutney
1085	59	0	1	Mint Sauce
1086	50	0	3	Onion Chutney
1087	61	1	5	Red Sauce
1088	58	1	0	Onion Chutney
1089	45	0	5	Red Sauce
1090	25	1	2	Mint Sauce
1091	15	1	0	Lime Pickle
1092	59	0	1	Mango Chutney
1093	51	1	0	Onion Chutney
1094	60	0	2	Mango Chutney
1095	33	1	1	Mint Sauce
1096	32	0	0	Lime Pickle
1097	48	0	5	Mango Chutney
1098	17	0	4	Onion Chutney
1099	50	0	4	Mango Chutney
1100	33	0	3	Mango Chutney
1101	16	0	5	Mango Chutney
1102	63	0	0	Red Sauce
1103	52	1	1	Mint Sauce
1104	65	0	0	Mango Chutney
1105	69	0	3	Mango Chutney
1106	39	1	0	Lime Pickle
1107	62	0	0	Mango Chutney
1108	57	1	4	Mint Sauce
1109	29	0	5	Onion Chutney
1110	30	1	2	Mint Sauce
1111	16	1	1	Mango Chutney
1112	39	1	0	Mango Chutney
1113	18	1	0	Mango Chutney
1114	40	1	0	Onion Chutney
1115	16	1	1	Mango Chutney
1116	32	0	5	Mint Sauce
1117	44	1	5	Mint Sauce
1118	21	1	5	Red Sauce
1119	49	0	5	Mint Sauce
1120	66	1	3	Onion Chutney
1121	64	0	5	Onion Chutney
1122	31	1	0	Lime Pickle
1123	19	1	5	Lime Pickle
1124	24	0	0	Mint Sauce
1125	37	1	5	Mango Chutney
1126	54	0	2	Mint Sauce
1127	67	0	0	Onion Chutney
1128	17	1	1	Mango Chutney
1129	38	1	0	Mint Sauce
1130	23	0	2	Mint Sauce
1131	57	0	3	Mango Chutney
1132	52	0	5	Red Sauce
1133	25	0	0	Mango Chutney
1134	19	0	1	Mango Chutney
1135	33	1	2	Mint Sauce
1136	61	0	1	Mango Chutney
1137	64	1	4	Mint Sauce
1138	68	1	3	Onion Chutney
1139	62	0	5	Mango Chutney
1140	21	1	0	Onion Chutney
1141	67	0	4	Mango Chutney
1142	63	1	4	Mango Chutney
1143	41	1	3	Mint Sauce
1144	19	0	3	Onion Chutney
1145	29	1	2	Onion Chutney
1146	21	0	2	Onion Chutney
1147	67	0	0	Onion Chutney
1148	45	1	4	Mango Chutney
1149	45	1	4	Mango Chutney
1150	42	1	4	Red Sauce
1151	61	1	3	Red Sauce
1152	38	1	0	Mint Sauce
1153	45	1	3	Mint Sauce
1154	21	1	5	Mango Chutney
1155	47	1	3	Onion Chutney
1156	24	1	4	Mango Chutney
1157	29	0	5	Onion Chutney
1158	30	0	0	Mango Chutney
1159	26	0	0	Mint Sauce
1160	47	0	4	Onion Chutney
1161	37	1	5	Red Sauce
1162	22	0	1	Mango Chutney
1163	38	0	3	Mint Sauce
1164	17	1	5	Lime Pickle
1165	63	0	0	Mango Chutney
1166	19	0	4	Onion Chutney
1167	20	1	5	Onion Chutney
1168	57	1	0	Mint Sauce
1169	55	1	1	Mango Chutney
1170	59	1	4	Mint Sauce
1171	66	0	0	Mango Chutney
1172	40	0	1	Mint Sauce
1173	43	1	3	Mango Chutney
1174	32	1	1	Mint Sauce
1175	51	0	3	Red Sauce
1176	61	0	0	Onion Chutney
1177	39	1	4	Mint Sauce
1178	43	1	4	Mango Chutney
1179	47	0	4	Red Sauce
1180	22	0	3	Mango Chutney
1181	28	0	0	Onion Chutney
1182	42	0	2	Mint Sauce
1183	15	1	1	Mint Sauce
1184	54	1	5	Mint Sauce
1185	66	0	5	Mint Sauce
1186	32	0	5	Mango Chutney
1187	39	1	4	Mango Chutney
1188	57	1	0	Mango Chutney
1189	56	0	2	Mint Sauce
1190	23	1	5	Onion Chutney
1191	62	1	2	Onion Chutney
1192	22	0	1	Red Sauce
1193	47	1	3	Mango Chutney
1194	57	1	5	Mint Sauce
1195	33	0	3	Mango Chutney
1196	30	1	2	Onion Chutney
1197	50	1	0	Mango Chutney
1198	18	0	2	Mint Sauce
1199	37	1	5	Mint Sauce
1200	16	0	4	Mint Sauce
1201	66	0	0	Onion Chutney
1202	32	1	0	Mint Sauce
1203	36	1	5	Mint Sauce
1204	17	0	3	Mango Chutney
1205	57	0	2	Mango Chutney
1206	46	0	0	Mango Chutney
1207	68	0	4	Mango Chutney
1208	43	1	5	Mango Chutney
1209	33	1	0	Mint Sauce
1210	25	1	3	Mango Chutney
1211	29	0	0	Onion Chutney
1212	53	0	3	Mint Sauce
1213	26	1	5	Red Sauce
1214	40	1	5	Red Sauce
1215	67	0	0	Mango Chutney
1216	19	1	1	Red Sauce
1217	62	1	5	Lime Pickle
1218	25	0	0	Mango Chutney
1219	47	0	5	Mint Sauce
1220	31	1	2	Mango Chutney
1221	45	0	1	Mint Sauce
1222	16	0	4	Mango Chutney
1223	23	0	1	Onion Chutney
1224	35	1	1	Lime Pickle
1225	28	0	5	Mint Sauce
1226	58	1	5	Mint Sauce
1227	19	0	3	Onion Chutney
1228	29	1	3	Lime Pickle
1229	62	1	2	Mint Sauce
1230	23	1	4	Red Sauce
1231	28	0	5	Mango Chutney
1232	54	0	3	Mango Chutney
1233	16	1	1	Mango Chutney
1234	58	0	1	Mango Chutney
1235	28	1	2	Red Sauce
1236	24	0	1	Mango Chutney
1237	61	1	3	Mango Chutney
1238	17	0	3	Lime Pickle
1239	27	0	5	Onion Chutney
1240	43	1	5	Onion Chutney
1241	47	0	5	Onion Chutney
1242	56	1	4	Mango Chutney
1243	38	0	1	Mango Chutney
1244	49	0	0	Mint Sauce
1245	36	0	3	Onion Chutney
1246	17	1	1	Red Sauce
1247	22	0	1	Mint Sauce
1248	18	1	0	Mango Chutney
1249	21	1	3	Mango Chutney
1250	60	0	1	Red Sauce
1251	23	1	4	Mint Sauce
1252	36	1	1	Mint Sauce
1253	23	1	5	Onion Chutney
1254	45	0	1	Onion Chutney
1255	51	1	2	Mint Sauce
1256	44	1	4	Mango Chutney
1257	67	0	4	Red Sauce
1258	36	0	3	Lime Pickle
1259	64	1	4	Mint Sauce
1260	56	1	5	Mango Chutney
1261	18	1	5	Lime Pickle
1262	56	1	4	Mango Chutney
1263	48	0	5	Red Sauce
1264	57	1	4	Mango Chutney
1265	50	1	2	Mint Sauce
1266	52	1	1	Mint Sauce
1267	63	0	5	Mango Chutney
1268	36	1	0	Mango Chutney
1269	60	1	5	Mango Chutney
1270	32	1	2	Mango Chutney
1271	58	1	0	Mint Sauce
1272	45	0	4	Mint Sauce
1273	22	1	4	Mango Chutney
1274	18	1	1	Mint Sauce
1275	16	1	5	Onion Chutney
1276	60	1	4	Mint Sauce
1277	43	0	1	Mango Chutney
1278	34	0	3	Red Sauce
1279	64	0	1	Onion Chutney
1280	24	0	2	Onion Chutney
1281	51	0	0	Lime Pickle
1282	62	0	1	Red Sauce
1283	65	1	4	Mint Sauce
1284	37	1	5	Mango Chutney
1285	33	1	0	Red Sauce
1286	66	1	3	Red Sauce
1287	39	0	1	Lime Pickle
1288	54	1	5	Lime Pickle
1289	59	1	0	Mint Sauce
1290	57	0	3	Mango Chutney
1291	25	1	4	Mint Sauce
1292	61	1	4	Lime Pickle
1293	61	1	3	Mint Sauce
1294	26	1	3	Onion Chutney
1295	68	0	5	Mango Chutney
1296	17	1	0	Mango Chutney
1297	27	0	1	Red Sauce
1298	62	0	0	Mint Sauce
1299	55	1	4	Onion Chutney
1300	51	1	1	Lime Pickle
1301	45	0	0	Mango Chutney
1302	63	0	5	Mint Sauce
1303	57	0	1	Mango Chutney
1304	54	0	3	Red Sauce
1305	34	1	1	Mint Sauce
1306	20	0	3	Lime Pickle
1307	30	1	3	Mango Chutney
1308	59	0	2	Red Sauce
1309	63	1	3	Mint Sauce
1310	54	1	0	Mint Sauce
1311	65	1	1	Mint Sauce
1312	59	1	5	Mango Chutney
1313	42	0	0	Mango Chutney
1314	67	1	2	Mango Chutney
1315	65	1	2	Mint Sauce
1316	64	0	1	Mint Sauce
1317	19	1	1	Mango Chutney
1318	33	0	3	Mango Chutney
1319	53	0	3	Lime Pickle
1320	18	0	3	Mango Chutney
1321	63	1	3	Mango Chutney
1322	27	0	1	Onion Chutney
1323	42	1	4	Onion Chutney
1324	29	0	0	Mango Chutney
1325	62	1	4	Mango Chutney
1326	62	0	1	Mango Chutney
1327	30	1	1	Onion Chutney
1328	25	1	4	Mango Chutney
1329	18	0	2	Mint Sauce
1330	17	0	2	Red Sauce
1331	59	1	3	Mint Sauce
1332	22	1	3	Onion Chutney
1333	39	0	2	Mango Chutney
1334	20	0	3	Mango Chutney
1335	29	1	2	Mint Sauce
1336	47	0	0	Mango Chutney
1337	61	0	2	Mango Chutney
1338	62	1	5	Mint Sauce
1339	62	1	5	Onion Chutney
1340	42	1	3	Red Sauce
1341	46	1	2	Mango Chutney
1342	64	0	5	Onion Chutney
1343	16	1	1	Mango Chutney
1344	34	0	5	Mint Sauce
1345	69	0	5	Mango Chutney
1346	48	0	4	Mint Sauce
1347	17	1	0	Mango Chutney
1348	41	0	3	Mango Chutney
1349	18	0	4	Mango Chutney
1350	22	0	1	Mango Chutney
1351	48	0	5	Mint Sauce
1352	24	0	2	Mango Chutney
1353	21	0	1	Mint Sauce
1354	61	1	4	Mango Chutney
1355	58	0	3	Mint Sauce
1356	46	0	5	Mango Chutney
1357	16	0	4	Mint Sauce
1358	63	1	5	Lime Pickle
1359	32	1	1	Onion Chutney
1360	43	0	5	Mango Chutney
1361	19	1	5	Mint Sauce
1362	63	1	4	Red Sauce
1363	36	0	4	Red Sauce
1364	57	0	1	Mint Sauce
1365	38	0	2	Onion Chutney
1366	62	0	2	Mango Chutney
1367	42	1	4	Onion Chutney
1368	33	1	2	Mango Chutney
1369	47	1	3	Red Sauce
1370	37	1	5	Red Sauce
1371	68	0	4	Onion Chutney
1372	67	1	3	Lime Pickle
1373	46	1	3	Mango Chutney
1374	33	0	5	Mango Chutney
1375	26	1	2	Mango Chutney
1376	21	1	0	Onion Chutney
1377	23	1	5	Mango Chutney
1378	42	1	4	Red Sauce
1379	34	0	3	Onion Chutney
1380	61	0	1	Mango Chutney
1381	47	0	4	Mint Sauce
1382	68	0	5	Lime Pickle
1383	52	0	3	Mint Sauce
1384	69	1	2	Onion Chutney
1385	24	1	3	Onion Chutney
1386	34	0	4	Mango Chutney
1387	51	0	3	Mango Chutney
1388	47	1	1	Mint Sauce
1389	57	0	3	Mint Sauce
1390	69	0	3	Red Sauce
1391	60	1	4	Mango Chutney
1392	43	0	0	Lime Pickle
1393	15	0	4	Onion Chutney
1394	60	1	5	Mint Sauce
1395	43	1	3	Red Sauce
1396	16	1	0	Red Sauce
1397	43	0	0	Mango Chutney
1398	68	0	5	Mint Sauce
1399	42	0	1	Red Sauce
1400	49	1	2	Onion Chutney
1401	51	1	1	Onion Chutney
1402	56	1	0	Mint Sauce
1403	60	1	4	Mango Chutney
1404	58	1	4	Mango Chutney
1405	47	1	3	Mint Sauce
1406	41	0	1	Mango Chutney
1407	31	1	2	Mango Chutney
1408	20	0	1	Mint Sauce
1409	50	0	4	Red Sauce
1410	67	0	0	Mint Sauce
1411	28	1	4	Lime Pickle
1412	17	0	3	Lime Pickle
1413	41	1	0	Mint Sauce
1414	52	0	3	Red Sauce
1415	66	1	2	Mango Chutney
1416	20	1	5	Onion Chutney
1417	42	1	5	Mint Sauce
1418	30	0	5	Mango Chutney
1419	21	1	4	Mango Chutney
1420	49	1	2	Mint Sauce
1421	21	1	3	Mint Sauce
1422	59	1	5	Red Sauce
1423	34	0	5	Onion Chutney
1424	62	1	3	Mint Sauce
1425	59	1	4	Mango Chutney
1426	41	0	0	Mango Chutney
1427	31	0	0	Mango Chutney
1428	55	1	1	Mint Sauce
1429	21	0	3	Mint Sauce
1430	35	1	0	Red Sauce
1431	21	1	4	Onion Chutney
1432	27	0	1	Mango Chutney
1433	21	0	2	Mint Sauce
1434	44	0	1	Lime Pickle
1435	69	1	2	Mint Sauce
1436	53	1	0	Mint Sauce
1437	34	1	0	Mango Chutney
1438	62	1	3	Mint Sauce
1439	68	0	5	Onion Chutney
1440	56	0	3	Mango Chutney
1441	41	0	1	Lime Pickle
1442	46	1	4	Mint Sauce
1443	18	0	2	Mango Chutney
1444	34	0	3	Lime Pickle
1445	29	1	2	Mint Sauce
1446	19	0	2	Mint Sauce
1447	68	0	5	Onion Chutney
1448	56	1	4	Onion Chutney
1449	26	0	0	Red Sauce
1450	16	0	4	Red Sauce
1451	35	0	4	Lime Pickle
1452	48	1	2	Mint Sauce
1453	51	0	4	Mango Chutney
1454	34	1	1	Mango Chutney
1455	35	1	1	Mango Chutney
1456	46	1	2	Mint Sauce
1457	22	0	3	Red Sauce
1458	67	1	2	Mint Sauce
1459	46	1	3	Mango Chutney
1460	51	0	3	Onion Chutney
1461	55	1	1	Mint Sauce
1462	19	1	4	Onion Chutney
1463	30	0	0	Mint Sauce
1464	64	0	5	Mango Chutney
1465	61	0	0	Lime Pickle
1466	43	1	4	Mint Sauce
1467	35	1	5	Mango Chutney
1468	26	1	2	Red Sauce
1469	32	1	1	Mint Sauce
1470	47	0	5	Mango Chutney
1471	19	1	5	Mango Chutney
1472	43	0	5	Onion Chutney
1473	43	0	0	Lime Pickle
1474	50	1	1	Red Sauce
1475	56	0	2	Mint Sauce
1476	67	1	2	Mango Chutney
1477	68	0	4	Mint Sauce
1478	53	1	0	Mango Chutney
1479	37	1	0	Red Sauce
1480	30	1	2	Mango Chutney
1481	55	1	1	Mint Sauce
1482	34	1	1	Mint Sauce
1483	26	1	4	Mint Sauce
1484	37	1	5	Mango Chutney
1485	16	0	5	Red Sauce
1486	36	0	3	Mint Sauce
1487	38	1	0	Mango Chutney
1488	54	0	3	Mint Sauce
1489	43	1	3	Mint Sauce
1490	36	1	5	Mango Chutney
1491	41	1	3	Lime Pickle
1492	66	0	0	Red Sauce
1493	38	0	3	Red Sauce
1494	49	0	5	Mint Sauce
1495	53	0	3	Mango Chutney
1496	35	0	4	Mango Chutney
1497	28	0	0	Mint Sauce
1498	56	0	1	Mango Chutney
1499	55	1	5	Mint Sauce
1500	63	0	0	Onion Chutney
1501	41	1	3	Red Sauce
1502	33	1	1	Lime Pickle
1503	27	0	0	Mint Sauce
1504	57	1	5	Red Sauce
1505	49	0	0	Mango Chutney
1506	66	1	4	Mango Chutney
1507	16	0	4	Lime Pickle
1508	34	0	4	Mango Chutney
1509	22	0	1	Mint Sauce
1510	55	0	2	Mint Sauce
1511	24	1	3	Red Sauce
1512	43	1	5	Onion Chutney
1513	35	1	0	Mango Chutney
1514	61	1	4	Mint Sauce
1515	23	1	4	Onion Chutney
1516	67	0	0	Mango Chutney
1517	44	1	2	Red Sauce
1518	44	0	0	Mint Sauce
1519	39	0	2	Mango Chutney
1520	22	1	5	Mint Sauce
1521	42	0	2	Mint Sauce
1522	21	0	3	Mint Sauce
1523	32	0	5	Mango Chutney
1524	61	1	3	Onion Chutney
1525	58	1	5	Mint Sauce
1526	32	0	5	Red Sauce
1527	25	0	0	Mango Chutney
1528	45	1	4	Mint Sauce
1529	48	0	4	Onion Chutney
1530	35	0	4	Mint Sauce
1531	50	0	3	Mint Sauce
1532	67	0	4	Mango Chutney
1533	34	1	5	Lime Pickle
1534	43	0	2	Mango Chutney
1535	24	1	2	Mango Chutney
1536	39	1	5	Mango Chutney
1537	46	0	0	Red Sauce
1538	51	0	3	Onion Chutney
1539	30	0	4	Mango Chutney
1540	38	0	4	Mango Chutney
1541	55	0	3	Mango Chutney
1542	16	0	4	Red Sauce
1543	42	0	1	Onion Chutney
1544	65	1	1	Red Sauce
1545	23	0	0	Onion Chutney
1546	33	1	0	Mint Sauce
1547	20	1	0	Mango Chutney
1548	50	0	4	Mango Chutney
1549	60	1	4	Mint Sauce
1550	50	1	1	Mango Chutney
1551	28	0	5	Mint Sauce
1552	34	1	0	Mango Chutney
1553	26	0	0	Onion Chutney
1554	42	0	1	Lime Pickle
1555	66	0	5	Mango Chutney
1556	22	0	2	Onion Chutney
1557	63	0	1	Mint Sauce
1558	18	1	0	Onion Chutney
1559	22	1	0	Red Sauce
1560	32	0	4	Mango Chutney
1561	18	0	2	Mint Sauce
1562	15	1	1	Mango Chutney
1563	61	0	2	Onion Chutney
1564	16	0	4	Mango Chutney
1565	68	0	5	Red Sauce
1566	59	0	0	Onion Chutney
1567	19	0	3	Mint Sauce
1568	32	0	4	Lime Pickle
1569	37	0	2	Lime Pickle
1570	36	1	5	Lime Pickle
1571	15	0	4	Mint Sauce
1572	26	1	3	Onion Chutney
1573	44	1	3	Mint Sauce
1574	28	0	0	Onion Chutney
1575	45	0	5	Red Sauce
1576	42	1	5	Mango Chutney
1577	31	1	3	Red Sauce
1578	65	1	1	Mango Chutney
1579	24	0	0	Mango Chutney
1580	56	1	0	Lime Pickle
1581	42	0	2	Mango Chutney
1582	31	1	1	Onion Chutney
1583	69	0	4	Mango Chutney
1584	36	0	3	Mango Chutney
1585	64	0	4	Mango Chutney
1586	17	1	2	Mint Sauce
1587	31	0	5	Mint Sauce
1588	50	0	4	Mango Chutney
1589	28	1	2	Mint Sauce
1590	45	1	2	Mint Sauce
1591	49	0	5	Mango Chutney
1592	48	1	3	Red Sauce
1593	29	1	2	Onion Chutney
1594	54	0	2	Mint Sauce
1595	41	1	4	Mango Chutney
1596	52	1	2	Mint Sauce
1597	64	1	4	Red Sauce
1598	59	1	0	Mango Chutney
1599	17	0	3	Red Sauce
1600	56	1	4	Mint Sauce
1601	49	0	5	Mint Sauce
1602	30	0	0	Mint Sauce
1603	69	1	0	Mango Chutney
1604	41	1	0	Mango Chutney
1605	17	1	0	Mango Chutney
1606	33	1	1	Onion Chutney
1607	57	0	3	Onion Chutney
1608	56	1	4	Mint Sauce
1609	66	1	1	Mango Chutney
1610	65	0	5	Mint Sauce
1611	67	0	4	Mango Chutney
1612	45	0	1	Mint Sauce
1613	49	1	0	Mango Chutney
1614	48	1	2	Mango Chutney
1615	31	0	0	Onion Chutney
1616	41	0	0	Mango Chutney
1617	60	1	3	Mint Sauce
1618	61	1	5	Mint Sauce
1619	52	1	2	Onion Chutney
1620	52	1	2	Mango Chutney
1621	19	1	4	Onion Chutney
1622	37	0	4	Mint Sauce
1623	58	0	3	Red Sauce
1624	22	1	4	Mango Chutney
1625	19	0	3	Mint Sauce
1626	40	0	0	Onion Chutney
1627	15	0	3	Mango Chutney
1628	27	1	4	Mint Sauce
1629	18	0	3	Lime Pickle
1630	53	0	3	Mint Sauce
1631	47	0	0	Mango Chutney
1632	27	0	1	Mint Sauce
1633	20	1	5	Mango Chutney
1634	59	1	5	Red Sauce
1635	38	1	1	Mango Chutney
1636	38	0	1	Onion Chutney
1637	52	1	1	Mango Chutney
1638	52	1	1	Mint Sauce
1639	46	1	1	Onion Chutney
1640	45	0	0	Mango Chutney
1641	62	1	2	Mango Chutney
1642	59	0	3	Mango Chutney
1643	33	1	2	Mint Sauce
1644	37	0	3	Lime Pickle
1645	45	1	3	Mango Chutney
1646	28	0	5	Lime Pickle
1647	48	0	0	Mango Chutney
1648	55	0	2	Mango Chutney
1649	38	0	3	Mango Chutney
1650	41	0	2	Mint Sauce
1651	66	0	5	Onion Chutney
1652	62	1	3	Mango Chutney
1653	64	0	1	Onion Chutney
1654	61	1	4	Mango Chutney
1655	67	1	2	Mango Chutney
1656	42	0	0	Lime Pickle
1657	63	0	1	Mango Chutney
1658	29	1	1	Mango Chutney
1659	16	0	2	Mango Chutney
1660	49	0	0	Red Sauce
1661	33	0	4	Red Sauce
1662	42	1	5	Mint Sauce
1663	69	1	0	Onion Chutney
1664	66	0	0	Onion Chutney
1665	60	1	4	Mint Sauce
1666	61	1	2	Mango Chutney
1667	48	1	3	Mango Chutney
1668	25	1	3	Mint Sauce
1669	40	1	5	Mango Chutney
1670	51	1	1	Mint Sauce
1671	53	1	5	Mango Chutney
1672	52	0	3	Lime Pickle
1673	46	0	0	Mint Sauce
1674	18	1	5	Mint Sauce
1675	20	0	3	Mango Chutney
1676	16	1	1	Onion Chutney
1677	61	0	2	Mango Chutney
1678	53	0	3	Mint Sauce
1679	42	1	4	Mango Chutney
1680	59	0	0	Onion Chutney
1681	56	0	3	Mint Sauce
1682	56	0	2	Red Sauce
1683	47	0	0	Mint Sauce
1684	37	0	2	Onion Chutney
